,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
117,2020-04-03,158.37793429624773,142.65403902577523,166.39534733023095,158.37793429624773,158.37793429624773,-4.225078621493908,-4.225078621493908,-4.225078621493908,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142421,-2.7481718142421,-2.7481718142421,3.098494785607231,3.098494785607231,3.098494785607231,0.0,0.0,0.0,154.15285567475382
118,2020-04-10,158.13354667961363,145.32624841940398,170.62847147835666,158.13354667961363,158.13354667961363,-0.7763088840335033,-0.7763088840335033,-0.7763088840335033,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142425042,-2.7481718142425042,-2.7481718142425042,6.54726452306804,6.54726452306804,6.54726452306804,0.0,0.0,0.0,157.35723779558012
119,2020-04-17,157.88915906297956,144.91681762044846,168.36952833666646,157.88915906297956,157.88915906297956,-0.5612021545183893,-0.5612021545183893,-0.5612021545183893,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814241676,-2.748171814241676,-2.748171814241676,6.762371252582325,6.762371252582325,6.762371252582325,0.0,0.0,0.0,157.32795690846118
120,2020-04-24,158.29618709674025,141.8783401859758,166.22549339825,158.29618709674025,158.29618709674025,-4.307245338280725,-4.307245338280725,-4.307245338280725,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142408473,-2.7481718142408473,-2.7481718142408473,3.016328068819161,3.016328068819161,3.016328068819161,0.0,0.0,0.0,153.98894175845953
121,2020-05-01,158.70321513050095,137.05519727097038,161.8076881948974,158.70321513050095,158.70321513050095,-9.578583754815407,-9.578583754815407,-9.578583754815407,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814243192,-2.748171814243192,-2.748171814243192,-2.255010347713175,-2.255010347713175,-2.255010347713175,0.0,0.0,0.0,149.12463137568554
122,2020-05-08,159.11024316426165,133.54818056976055,158.2421646770775,159.11024316426165,159.11024316426165,-13.309103482877788,-13.309103482877788,-13.309103482877788,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242364,-2.748171814242364,-2.748171814242364,-5.985530075776386,-5.985530075776386,-5.985530075776386,0.0,0.0,0.0,145.80113968138386
123,2020-05-15,159.51727119802237,133.48216171627763,157.95077102721655,159.51727119802237,159.51727119802237,-14.390498990624785,-14.390498990624785,-14.390498990624785,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242152,-2.748171814242152,-2.748171814242152,-7.066925583523593,-7.066925583523593,-7.066925583523593,0.0,0.0,0.0,145.12677220739758
124,2020-05-22,159.92429923178304,133.68271034669345,158.37978456563596,159.92429923178304,159.92429923178304,-13.873006760602403,-13.873006760602403,-13.873006760602403,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.74817181424194,-2.74817181424194,-2.74817181424194,-6.549433353501424,-6.549433353501424,-6.549433353501424,0.0,0.0,0.0,146.05129247118063
125,2020-05-29,160.57996509618752,135.36916677804658,159.66417194108863,160.57996509618752,160.57996509618752,-13.256300565970042,-13.256300565970042,-13.256300565970042,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142436686,-2.7481718142436686,-2.7481718142436686,-5.932727158867335,-5.932727158867335,-5.932727158867335,0.0,0.0,0.0,147.32366453021748
126,2020-06-05,161.235630960592,135.6752677483132,160.44288841640144,161.235630960592,161.235630960592,-13.138534146171095,-13.138534146171095,-13.138534146171095,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142428404,-2.7481718142428404,-2.7481718142428404,-5.814960739069217,-5.814960739069217,-5.814960739069217,0.0,0.0,0.0,148.09709681442092
